Site,Type,Transect,Repetition,Genus,Spp,N_ind,N_juv,N_ad,N_m,N_f,Angle,Dis
Ambodivoara,Diurnal,3,32,NA,NA,0,0,0,0,NA,NA,NA
Ambodivoara,Diurnal,3,33,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,15,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,44,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambodivoara,Diurnal,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambavala,Nocturnal,2,1,NA,NA,0,0,0,0,0,0,0
Ambavala,Diurnal,1,1,NA,NA,0,0,0,NA,NA,NA,NA
Ambavala,Diurnal,2,1,NA,NA,0,0,0,NA,NA,NA,NA
Ambavala,Diurnal,3,1,NA,NA,0,0,0,NA,NA,NA,NA
Ambavala,Diurnal,2,2,NA,NA,,NA,NA,NA,NA,NA,NA
Ambavala,Diurnal,2,3,NA,NA,,NA,NA,NA,NA,NA,NA
Ambavala,Diurnal,2,4,NA,NA,,NA,NA,NA,NA,NA,NA
Ambavala,Diurnal,3,2,NA,NA,,NA,NA,NA,NA,NA,NA
Ambavala,Diurnal,3,3,NA,NA,,NA,NA,NA,NA,NA,NA
AmbodivohitraKobahina,Diurnal,1,1,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,2,1,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,2,2,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,1,2,NA,NA,0,0,NA,NA,NA,NA,NA
AmbodivohitraKobahina,Diurnal,3,1,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,1,3,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,3,2,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,2,3,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,3,3,NA,NA,0,0,0,0,0,NA,NA
AmbodivohitraKobahina,Diurnal,2,4,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,4,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,1,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,6,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,6,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,7,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,7,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,8,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambodivoara,Diurnal,3,7,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,11,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,2,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,9,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,12,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,13,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,10,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,13,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,5,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,11,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,14,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,15,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,12,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,13,NA,NA,0,0,0,0,0,NA,0
Ambodivoara,Diurnal,2,16,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,17,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,17,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,14,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,7,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,18,NA,NA,0,0,0,0,0,NA,0
Ambodivoara,Diurnal,1,18,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,20,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,8,NA,NA,0,0,0,0,0,NA,0
Ambodivoara,Diurnal,2,20,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,23,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,9,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,10,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,15,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,11,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,21,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,12,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,24,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,22,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,13,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,14,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,23,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,16,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,15,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,16,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,26,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,27,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,17,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,17,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,28,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,18,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,24,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,25,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,29,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,26,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,19,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,2,27,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,20,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,19,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,20,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,22,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,21,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,4,22,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Nocturnal,4,6,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Nocturnal,1,10,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Nocturnal,2,14,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Nocturnal,4,10,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Nocturnal,1,13,NA,NA,0,0,0,0,0,NA,NA
Androfiabe,Nocturnal,1,8,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,6
